N,a,v,t,a_hat,v_hat,t_hat
10,1.76091683954297,1.342190775968646,0.18417960836378888,0.040458638473366476,0.10906179771138136,-1.1556212653966618
10,1.239764968837859,1.4139385965480216,0.30710876474612997,0.0837031465392061,0.17080036708453133,-0.5982558160178453
10,1.9176801090309006,1.3290027206644008,0.39801242109347845,0.0646220888384735,0.09433144026230195,-1.0939374031674876
10,0.5722303989950036,1.7161095410578318,0.24432628849615876,0.06374899290484778,0.3339977941471457,-0.13853958041555758
10,0.6757959555756348,1.7124160422078596,0.24735869970212493,0.14340311283982674,0.3849143181842752,-0.1878762960445614
10,1.1428465708909243,1.5430408992557865,0.3144521618176479,0.05094135479395001,0.21997163389463553,-0.4714401217317418
10,1.3255625891235154,0.9935851832772831,0.4933476892369642,0.01964941335725691,0.11676933338542721,-0.7473886746509075
10,0.971712868844178,1.4500664214303232,0.4571868313119943,0.1629362675390843,0.23977909285199986,-0.26279116916836476
10,0.9071391371155785,1.121452922885421,0.19952111029782127,0.027486789228235317,0.17222967068444966,-0.5894022343528583
10,0.7558849900853057,1.8451005663324755,0.4081606472378645,0.21287507684131182,0.37940060768515643,-0.026728938992518117
10,0.5746450821427803,1.3187101200339368,0.26636505921013365,0.04726013272418925,0.4673705545601963,-0.19612653403013292
10,1.1485020184741568,0.5317414219168166,0.4244794937848728,0.05713242443241072,0.14445118525455572,-0.6469813036703767
10,0.6936442536337315,1.6040091567822758,0.25721053733634636,0.09375631166298817,0.3267618401354427,-0.22522020987814706
10,1.6268466997995492,0.8917427541623653,0.28980954838386247,0.029654993046455864,0.08463765159115695,-1.5204685559346736
10,1.293630688538201,0.9096716899762459,0.34574903675130586,0.08991840569586357,0.15607186621136668,-0.7897884039670604
10,0.5669034823440882,1.718790784706458,0.4670040539327572,0.233847528330404,0.3985388495399185,0.09680659397561535
10,1.945663216333351,1.3308116059395765,0.36928312934322965,0.004030043203356271,0.08840015554974125,-1.1415670110622875
10,1.3242780195688957,1.6545184590749253,0.2912496843430175,0.00045206465164559774,0.18326696884943833,-0.5586460546059675
10,0.6000376952729964,1.950072149225432,0.12452962079053016,0.004762261975676015,0.4112260896848612,-0.23172908569351292
10,1.6697256087253072,1.6479059974895733,0.437111681481134,0.01720252658341149,0.149634755649631,-0.612117537397446
10,1.658639681855111,0.6918985252429597,0.12458697605073939,-0.007364964981958995,0.08222436877955436,-2.2275402820867862
10,1.305996582495173,1.8344741967863578,0.46121958891591114,0.05728449702369386,0.16401297876232182,-0.29552756565585947
10,1.211740947693532,1.2755958127664377,0.29134933406154,0.014989996866870352,0.14645733328130875,-0.6985911839840215
10,1.9682515992815945,1.1399629192918272,0.41629751138639376,0.008961864436573113,0.10328046931007143,-1.1748648408324358
10,0.8221961407632966,1.3390159245561737,0.3356471660612236,0.07221252724076394,0.2843849315106858,-0.2645733964671731
10,0.8176636529595991,1.007529184375342,0.25325433358836064,0.031013579291394647,0.17883670374647626,-0.5737196981697543
10,1.6892873917166766,1.8087078754569468,0.2028045757245594,-0.00961990785001574,0.16169630832328138,-0.7800892392385228
10,1.9356274446946085,0.9819687830295871,0.49235396120264513,0.027204760666983657,0.07626663034894543,-1.4429217681910227
10,1.6406868420208967,1.8775214729515817,0.30366895631936264,0.041328773040084234,0.13812019705169654,-0.612456645304853
10,1.9643272044208744,1.712989636569327,0.22461670433445105,-0.021375478206997693,0.15467300710836146,-0.9642469614490007
10,0.5378801039091027,1.348992390965234,0.21194466037938697,0.1346350172752055,0.3592654491022995,-0.17385722770344625
10,1.1864123541548013,1.1244184932116128,0.2806182635540335,0.03796887048822577,0.1277494832544855,-0.7877043096185208
10,1.6893063123958298,1.159157950501847,0.18769948710830553,0.008794611679535784,0.10964141768288445,-1.2102101769234002
10,1.0452351081115983,1.5000043463526493,0.42824888459701715,0.07022522053151113,0.21308520073626164,-0.26128350767665215
10,0.5734428746660736,1.3220115054773822,0.12724985956463067,0.034110372689894294,0.3485685945319373,-0.32186355910475833
10,1.1046588878050847,1.8628165035517845,0.4877817131769631,0.0511897147504481,0.23323073841655814,-0.15492071119674578
10,1.8734181449201022,1.2496213361080115,0.4407203911232468,0.03719483640143714,0.09882554787623639,-1.0859562474563693
10,0.9798610328379997,1.2044847849988292,0.11428109015050643,0.0028836412051348233,0.20701194483064583,-0.7084995061470791
10,0.580173194939748,1.5660130818593734,0.11827178434939462,0.06496971205523383,0.38787717901001395,-0.30143824248281853
10,1.4616701752958199,1.6896139278883249,0.2761793297984651,0.020522663521019762,0.16782100931211247,-0.5591016183542024
10,0.5878864802101034,0.957491978417147,0.3303244775454295,0.1022125503748232,0.24533303313890906,-0.15922493570507523
10,1.532992853215092,0.6789215910106027,0.4364430708459164,0.050671625407652084,0.0766971424404701,-1.5124645364619589
10,1.639579579164727,1.2187742556331207,0.3736812858894019,0.06754092993312635,0.15531335808060426,-0.7916065778146655
10,1.3364443113266011,1.6363768404566725,0.17215399023143282,0.04906459496175029,0.1650334273129169,-0.682283847707259
10,1.5461880158868093,0.7629796222758829,0.4497318382007436,0.04810130812852656,0.07307356885845137,-1.3917438691663904
10,1.9476972244658572,1.4932902411166455,0.41334273991187387,0.09799241788432729,0.11671590020446139,-0.9261012473583838
10,1.3969196462762719,1.364258170342134,0.14429818244948162,0.034367035087374015,0.13985564532909506,-0.8706187629953606
10,1.7075218201887752,0.7499156560662015,0.27456145290452594,0.030030185804365398,0.08992034478146753,-1.5249496871580726
10,1.211093152868987,1.8649696695379547,0.27355352993909193,0.01527531576188405,0.19751952229810518,-0.42371196310342407
10,1.8336765441435692,0.6263344940615108,0.4424559960346768,0.014133116617120325,0.08485413494670249,-1.9880448279618783
10,1.7149244690116474,1.1586800494247218,0.16157808196782636,-0.02186932046329435,0.0893136969561552,-1.2748394246703563
10,1.0363902697997704,1.8091540706232423,0.4919176679657671,0.09856682384134793,0.18884413072223774,-0.12991365950613848
10,1.2143705868100712,0.9512829394890168,0.19453466983300288,-0.009946459484672536,0.11749307966959222,-1.0905091319735576
10,0.7787575767894941,1.394953228719025,0.2934373731185808,0.05260036096707106,0.21189680983818324,-0.30041246357410767
10,1.5042095935763897,1.6255991979257578,0.3557573578162408,0.187377054459719,0.2321701467539403,0.05728720854307799
10,1.1697693911843672,1.2087838035997214,0.3483431491689318,0.05900734603245662,0.13878192715503634,-0.6226913190901582
10,0.9126487034890512,0.694448750900176,0.3946016298769302,0.09437617432403506,0.13048051031848512,-0.7781997738490052
10,1.7587582039487448,1.8210892666022758,0.14963766374893633,0.06595857402294932,0.16012594978372371,-0.8629945435453448
10,0.8132016006311494,1.0087449513792244,0.1987471959754925,0.03993988763945592,0.17431528923603518,-0.6380056970689427
10,0.8909984787644203,1.7395828255348051,0.11684745868985243,0.05023502957317327,0.2326023186355723,-0.4323350174429833
10,0.5196186997176964,1.5250961919695483,0.44305227764632205,0.17886463455346518,0.4294242365467911,0.05285580095387547
10,1.442312735786641,0.6966018611633394,0.41013233015305817,-0.0020981201192101337,0.08121737388410158,-1.563883991217778
10,1.2881730269067204,1.096941797090222,0.37464895220369865,0.07865661909035401,0.1539853450947651,-0.755120264630611
10,1.201279215703671,0.5351430738390544,0.3034471615361801,0.06668752180464127,0.11104356209983011,-1.1663793140113745
10,1.5246974209872144,1.9879871841828323,0.4373184539418047,0.08216571942634063,0.1585987728286558,-0.3767060604297284
10,1.5985573109204814,1.9533603942298743,0.4219069787721743,0.038381936869745545,0.15234605801076573,-0.4459589112932401
10,1.8210811332331367,0.6872343765839886,0.35947076714195947,0.027439139216576567,0.08497567295284787,-1.7162067975623052
10,1.7008269004236194,0.8671353927727448,0.21923033803708947,0.05681770423726854,0.08499548583490966,-1.5543512695481199
10,1.658704370460473,0.9336444234711805,0.40662861554857554,0.00016837497156706622,0.09411286352634951,-1.3904488072666534
10,1.3816384256234593,0.9432271031916937,0.4220282692853611,0.029949970210364305,0.10914892693805832,-0.9103089242888175
10,0.7394652179145065,1.0433006135124545,0.17017260313645988,0.05938248808157424,0.23397864460152365,-0.29170748464466456
10,1.2658391874556592,1.7591955456100539,0.31258892203401106,0.021920836401753206,0.1978392609157733,-0.45666133287275
10,0.619088591731858,0.9027929649651045,0.3051850491840043,0.15603869015115238,0.3986906038821095,0.012599096570310844
10,0.9753530934526129,0.7476864091168415,0.24956772434297922,0.0799232222050561,0.1653197727723887,-0.5967848460497144
10,0.5585893114725075,1.1653063975150297,0.4225756977149745,0.15007276293597974,0.3223355958617781,-0.09073224265608067
10,0.6634397213849496,1.6935630110893038,0.18044575599675713,0.019185248681539514,0.42356903543239977,-0.26075738249804153
10,1.641054630508115,1.7834068672895476,0.14466927788384806,0.005086764696958874,0.14963929000305448,-0.8062777317221769
10,1.2115027497143767,1.5160441350470628,0.16022094672031334,0.037524400833190606,0.1707399453679462,-0.6571428879623427
10,1.3037108265089024,1.306632388485096,0.11450682173468199,0.05669507515396536,0.17334225459370758,-0.9102751717281468
10,0.573964408649981,0.5315412811771898,0.11681775948438174,0.047487439560185585,0.2767064579434768,-0.4970026612092956
10,1.9659070176913944,1.106889631151259,0.3067823531376666,0.07742111251446697,0.09072522409416527,-1.3769864194440742
10,1.031449117767184,0.6158492679324666,0.476103146077246,0.07644392182900311,0.11778162027725361,-0.6750380481860128
10,0.7153046847916904,0.8309573960520205,0.36515181348107784,0.11825301164968598,0.216480237961638,-0.3939567869557817
10,1.9201346906208658,0.5688262994975379,0.4919527717553354,0.040485080833719794,0.0633912170014064,-2.339202386097568
10,0.5697797064097004,0.9998537739698642,0.3948129128221607,0.18509737330703804,0.30994773537718384,-0.14878314137862553
10,0.5916514005344357,1.853574782604892,0.12377324827402379,0.013667301516781225,0.47480747696367476,-0.2423430934871842
10,1.234342798017002,0.8005234560240602,0.2952613880806191,0.012300663396869308,0.1093792961658195,-1.2312259614984706
10,1.8999467806107926,0.8064628116309116,0.3945227665344635,0.04322074485174094,0.07670185591982247,-1.7174481091440752
10,0.5505819854250074,0.6283304376323917,0.3697426422789229,0.1177966698171208,0.3069020418725945,-0.14645349749676823
10,1.3250657629456053,0.6853841239408052,0.22788016467206293,0.01308595994775651,0.09882985023961323,-1.7108630777307277
10,1.7377952079768764,1.476090657842543,0.4160908655773282,0.03268924404738069,0.12987843915115801,-0.7936256337024786
10,0.7144752571254229,1.2081792070758575,0.3905279485906135,0.11718543876264981,0.2775359182101248,-0.12618779630830346
10,1.1479853953430978,1.913674413800484,0.3858858239391936,0.11715337715415508,0.1993274830191641,-0.26124453066219905
10,0.6151412633653386,1.5139538008562023,0.21644157698047045,0.05644776599379659,0.3493448630028697,-0.22348155425721405
10,0.8481576519254039,0.6693948889009176,0.15122903253988282,-0.027765558435415963,0.1837528981343531,-0.981304591044077
10,1.1113592437910285,1.5863206911417698,0.3711249670548318,0.13139562678683223,0.2024895949701569,-0.34325667297891355
10,0.97748547692096,0.756757655248993,0.4381024229697763,0.036507244472185355,0.16271423223764295,-0.6548483469505355
10,1.820802220750573,1.2477914051919443,0.19589933505811585,0.01487361767018374,0.12065443319126544,-1.31076523977274
10,0.5968727721473099,1.506977964531053,0.2022230173139842,0.09586663391889846,0.40973522161961723,-0.2178271537491055
10,0.8752955201964852,1.974832949578397,0.4648089718789638,0.10514070542178466,0.3296242413462004,-0.024328734237004893
10,0.6916579581250079,1.8058794599808998,0.22370599049160578,0.11640371883627944,0.34919953094034667,-0.20918914913524606
10,0.8945810661548352,1.4908696752428579,0.12275635766127833,0.016296549962727596,0.190984083325301,-0.526933020592465
10,0.8590410918728838,1.2773193613612588,0.10928700270095658,0.04650831407711436,0.21786118364443044,-0.4373955987239846
10,0.6191672683148624,1.8573343354366667,0.227317133714103,0.08306494350038215,0.35006750248542123,-0.15587868621238982
10,1.3260411676765442,1.487132771236785,0.2815795029635717,0.09417663796731247,0.18159046266774542,-0.6440403940329996
10,1.7562220655060856,1.454696780439531,0.22624220868740413,0.12293218952521832,0.15047596478170386,-0.4919066790449599
10,1.2395393611998557,1.4074251330933671,0.47176462618152293,0.1072208120143676,0.15060441076859638,-0.45264233520360203
10,0.9069465142412936,1.7946172075910036,0.3348585341709734,0.11322779148541587,0.24094732908392327,-0.2120647511354627
10,1.8116115323409008,1.7248434176348235,0.3323418795046382,0.12588544839676136,0.18893730563188033,-0.29141592121955745
10,0.7059110071436812,1.3612889322924215,0.3113713730739105,0.15324696916017705,0.34866383216185065,-0.24836743638161568
10,0.8270939040033218,1.2680825364049297,0.30068570064269595,0.05692154151178585,0.2249999659485324,-0.37515669968850546
10,1.6604630828825009,1.6247666974242256,0.27839289779097914,0.07798210968432263,0.1922729153099896,-0.47403090415336757
10,1.0702679103045396,1.4750999954583852,0.3097007691627163,0.12205047220201996,0.233504135546614,-0.1948369490714315
10,0.8545910917200219,1.1272288203929395,0.20669252379137126,0.02407326013750294,0.20141016744248588,-0.5557220023679936
10,0.7337675405794983,1.4295750912914826,0.4452165528279993,0.12441645931479285,0.3073582996078045,-0.09385614471127053
10,1.8457168871088887,1.879383731236697,0.28511493324027065,0.15181742663957204,0.19646681774293384,-0.1210558145023586
10,0.5961679068924655,1.7340706233577619,0.232309778911343,0.1101052300475475,0.8195661106228482,-0.1549090582733294
10,1.153936852116383,1.9616695677253575,0.21346173759033166,0.08236496229692027,0.21619309238198003,-0.4094408205788307
10,0.7776029889532072,0.9127132554831673,0.38484174082577777,0.034236077012769144,0.18633666052912173,-0.43414216473015643
10,1.4869493233120348,0.5941303940837298,0.3980485013652892,0.04390474972347194,0.07519450905238337,-1.7395309989322274
10,0.5945995172165807,1.0088880111773781,0.3264074564971635,0.049891773741777216,0.3127891745571423,-0.2566565103941198
10,0.6977397687664799,1.8459602364676249,0.11186475689099683,0.14294882947249413,0.4577026279059948,-0.24078896719614462
10,1.5808443393518017,0.7141615815742792,0.14163397913045794,0.00578987488989884,0.13423449358242204,-0.9170441097291504
10,1.2204143553224975,1.9142536966698538,0.23739641525790312,0.14139661570121353,0.25243482842807463,-0.44677735063478013
10,0.8439948224945923,0.5163781287469102,0.37067210648453486,0.059905013588890665,0.12984662726826887,-0.7185883884961197
10,1.734053921216716,1.6084802613660631,0.2030320213189296,-0.0061941905446585305,0.1302451096484304,-0.9236626113632409
10,0.8617957310606386,1.9630555604562774,0.44494994396167675,0.11985064102867228,0.32842581861055625,-0.03881729612198832
10,1.2981135050680215,0.7795988096460588,0.33797328634334084,0.048503991467526104,0.11511259492856869,-0.8901957664605908
10,1.204233375788866,0.5851768981912453,0.3985514226576833,0.11485851926137318,0.19055842749315374,-0.4089241117799322
10,1.295032982924567,0.9463377284294499,0.12323601897409234,-0.06049262291632002,0.13160080127216098,-1.2547350594925868
10,0.937420671200045,0.9702789454983256,0.16208910650825184,0.058547180692866706,0.1507570634330196,-0.7921564315524079
10,1.8370655349945109,1.025588087842179,0.3915810792333743,0.04785682709130615,0.07360271876750785,-1.3411881307927782
10,1.9244821691458056,0.7910928138791087,0.49787349505768724,-0.011879859870939258,0.07411621853260812,-1.833329804531925
10,0.6612252177009048,1.8541595657510936,0.3272241542127879,0.10944638372907356,0.35701969763370023,-0.07528044981472078
10,1.6568796355730904,1.2056292679991725,0.4635393069618892,0.11750532232205668,0.12011308173492037,-0.8865601088012505
10,1.3127187451918223,1.5192511509933047,0.4345143630254278,0.08746174931143222,0.15583790524535773,-0.40442896270875167
10,0.6347040625865206,1.531732080886546,0.2897746629013939,0.16386331797363668,0.35101842835611896,-0.12508506533752944
10,1.4487451585370763,1.3618568794555461,0.405487489264831,0.07416999907951702,0.12613578140890047,-0.6551230999227042
10,1.1804016526377152,1.9927990861186853,0.3058188615877139,0.0809854282100774,0.20996237030660603,-0.25205078603612613
10,0.8728241001659035,1.4008312698292245,0.3521630792998305,0.10321646141716073,0.1913469359148521,-0.31327777676175445
10,1.9959909322022462,0.5392511516572205,0.29688626898240106,0.0005825048491908385,0.05749430153590729,-2.9983257703123347
10,0.8015902679337503,1.4203059315376128,0.48078602824549643,0.07675767673555796,0.2605405847050595,-0.1197744019132357
10,1.334592898249584,1.7712693177249643,0.31606309224671697,0.1176934004299587,0.18722015259791183,-0.46374798982906185
10,0.82383114017059,0.9316292035502288,0.2625820944711236,0.13040235035714956,0.20353031031939955,-0.25947628372365455
10,0.7667653869077786,1.0241604212892286,0.3910484912470786,0.05756613040195003,0.18024522256414235,-0.39575461070810425
10,1.1061829732677904,1.2897370384046691,0.2790832155579825,0.10664908920410124,0.22733298111649144,-0.5344087593714896
10,1.4251239852861937,1.3191691981039595,0.15553859830438418,0.0023873229391442236,0.1489535735696063,-0.9256617553606734
10,0.7525645814090636,1.8817292989466616,0.13506417636198717,0.15592926079547476,0.43078844512386605,-0.30464158397124214
10,1.9261599262689209,1.8417539198309554,0.19052604583069402,0.04084635260384232,0.13351163146601408,-0.8864135937249463
10,0.8440888086388849,1.0207888685915383,0.48298132432806107,0.097700712602811,0.1706238828032627,-0.30501804776765334
10,1.951119976290423,1.7477076760881007,0.22264055320787174,-0.023023320818105854,0.12370005225183711,-0.928989685697118
10,1.7909719523917933,1.8047504650781794,0.3892064525176447,-0.007394982874913825,0.15924359600390922,-0.6506230054204278
10,1.542130040574486,1.8239332793108454,0.4203093618307907,0.05822936218432637,0.1487120582939159,-0.46931595482986704
10,0.9745663332056045,1.8459824936347102,0.44702480322447635,0.09805579555403718,0.2115442513224422,-0.1306347944606287
10,1.2453320642093142,0.9668359130873745,0.35055412572846834,0.07407757531752635,0.1441571316487786,-0.48253640577809626
10,0.7335281381762455,1.9594016382878305,0.1837550340816416,0.12396477082286861,0.46488746585496393,-0.2319640788096416
10,0.820939319737303,1.0876240436950124,0.25412660197611414,0.09734534624478862,0.27103971362960383,-0.5494233568575451
10,1.6632803664016969,0.7553064714919853,0.1513848039762186,0.034529988969411105,0.08726362501720299,-1.5985679345386774
